pairid	sentid	comparison	sentence	source
1	1	expected	"It is a gift I know
A moment of bliss that we hold
A firecracker flash of light then on
To the next plane soul remain
Come along if you dare
It's gonna be that you're scared
Lovely life I thank you
For the reason to see the pain through
Light a candle for the dead
The wick is burning returning what we have
It's who we are
We'll reach you if you're beyond the furthest star
Don't give up the fight to stay alive and even if
you have to
Find the reason of another's pain if they lose you
If not for your self then those around who care
like I do
One day you'll see the clear blue
Beyond the Gray Sky
Light a candle...
The wick...
It's who we are...
One day youÃ­ll see the clear blue
Beyond the Gray Sky
I can't believe you didnÃ­t call
What made you want to end it all
Wasn't there something I should have tried
To help you see beyond the gray sky
."	en
3	1	expected	"Se você ouvisse
As vozes que ouço à noite
Acharia tudo que eu faço natural
Se você sentisse o medo que eu sinto do escuro
Se você soubesse o mal que o sol me faz
Não me pediria pra repetir
Revoltas banais
Das quais eu já me esqueci
Se você ouvisse as vozes que ouço à noite
Às vezes me assustam
Outras vezes me atraem
Se você sofresse
Tanto quanto eu sofro com a solidão
Se você soubesse
O quanto eu preciso da solidão
Não me pediria pra repetir
Frases banais das quais já me arrependi
Duas pessoas são duas verdades
E, na verdade, são dois mundos
A cada segundo, o pânico aumenta
E uma sombra arrebenta
A porta dos fundos
Se você sofresse
Tanto quanto eu sofro com a solidão
E precisasse tanto quanto eu preciso da solidão
Não me pediria pra repetir
Gestos banais iguais aos quais eu não fiz"	es
1	1	expected	"Up in smoke you've lost another lover
As you take the hit of your last cigarette
Strung out, burnt out
Yeah you're down on your luck
And you don't give a...
´Til the best part of you starts to twitch
Ain't that a bitch
Freak out! I'm alone now
I feel just like I'm losin´ my mind
´Cause love is like the right dress
On the wrong girl
You never know what you're gonna find
You think you're high and fine as wine
Then you wind up like a dog in a ditch
´Cause love is like wrong turn
On a cold night...yeah
Ain't that a bitch, Ain't that a bitch
In a daze
In the throes of emotion
You see God in the Devil's eyes
Then you fall so far from grace
You wouldn't know a kiss
If it was on your face
You can tell it to the jury
But you ain't got no case
Freak out! I'm alone now
I feel just like I'm losin´ my mind
´Cause love is like the right dress
On the wrong girl
You never know what you're gonna find
You think you're fine as calamine but not
enough to scratch a seven year itch
´Cause love is like the last licks
Outta Hendrix...yeah
Ain't that a bitch, Ain't that a bitch
Then you feel so out of place
Lickin´ up the arsenic
From the same old lace
You know the stuff is poison
But you gotta have a taste
You gotta
Freak out! I'm alone now
I feel just like I'm losin´ my mind
´Cause love is like the right dress
On the wrong girl
You never know what you're gonna find
You think you're high and fine as wine
Then you wind up with your face in a ditch
´Cause love is like a warm gun
On a cold night...yeah
Ain't that a bitch, Ain't that a bitch"	en
1	1	expected	"Oh yeah
Love me two time baby
Love me twice today
Love me two times girl
I'm goin' away
Love me two times girl
Once for tomorrow
Once just for today
Love me two times
I'm goin' away
Love me one time
I could not speak
Love me one time baby
You know my knees got weak
Love me two times girl
Love me all through the week
Love me two times
I'm goin' away
Love me two times
I'm goin' away
Love me one time
Could not speak
Love me one time, baby
You know my knees got weak
Love me two times girl
Love me all trough the week
Love me two times
I'm goin' away
Love me two times baby
Love me twice today
Love me two times baby
Well, I'm goin' away
Love me two times girl
Once for tomorrow
Once just for today
Love me two times
I'm goin' away"	en
1	1	expected	"Come on honey, take a trip with me
We'll take a double shot of ecstasy
I'll drink some water from a wooden cup
Keep a rocking till the sun comes up
And I warn you, it's the best shot of your life
Shot of love
Rock you little lady make you blow and breath
A little bit of what you need is guaranteed
Come on now honey we'll get full of desire
A humping and pumping till we start a fire
And I warn you, it's the best shot of your life
Shot of love
Shot of love
I'm gonna make you plead
And I warn you, it's the best shot of your life
Shot of love
Like to plead
Shot of love
A humping and pumping got you jumping
Shot of love
A little bit of what you need is guaranteed
Shot of love
Let me warn you
I'm coming for you
Shot of love
Come on give me shot of love"	en
1	1	expected	"I didn't know where you came from
And I didn't know your name
And if you were legal tender
Well I spent you just the same
I didn't know it could happen to me
Love in the third degree
It was love at first feel
They told me it was disgustin'
They told me it was a sin
Every night at your front door
I'd smile when you let me in
Now it's you and me baby
In your house all alone
Better make things happen
Before your mum and dad get home"	en
3	1	expected	"Ooh Ooh
Cuando sientas tristeza
Que no puedas calmar
Cuando haya un vacío
Que no puedas llenar
Te abrazaré
Te haré olvidar
Lo que te hizo sufrir
No vas a caer
Mientras que estés junto a mi
Si siente un frío, tu corazón
Seré tu abrigo, tu ilusión
Hasta ya no respirar
Yo te voy a amar
Yo te voy a amar
Yo siempre he te amado
Y, amor, estaré
Por siempre a tu lado
Nunca me alejaré
Prometo mi amor
Te juro ante Dios
(Te juro ante Dios)
Nunca te voy a faltar
Tu corazón
No volverá a llorar
Oh, si siente un frío
(Siente un frio)
Tu corazón
(Tu corazón)
Seré tu abrigo, tu ilusión
Oh, hasta ya no respirar
Yo te voy a amar
Yo te voy a amar
Sigo muriendo por ti
(Sigo muriendo por ti)
Yo te quiero así.
Sin tu amor
En mi vida, mi vida
No sé cómo podré yo vivir
Si siente un frío
(Siente un frío)
Tu corazón
(Tu corazón)
Seré tu abrigo, tu ilusión
(Tu ilusión)
Hasta ya no respirar
Yo te voy a amar
Y cada día
No viviré
( E inventaré)
Inventando cómo te voy a querer
Hasta ya no respirar
Yo te voy a amar
Hasta ya no respirar
Yo te voy a amar"	es
2	1	expected	"O mundo acaba
No Mambo Club
O céu desaba
E você dança
Vidros quebram
Paredes caem
Todos cantam
E não se cansam
Mais um sucesso
No Mambo Club
No ritmo das bombas
O passo do medo
Mais uma noite
No Mambo Club
É tudo falso
Mas aqui fora
É bem pior"	pt
1	1	expected	"You got the lights on in the afternoon
And the nights are drawn out long
And you're kissing to cut through the gloom
With a cough drop coloured tongue
And you were sitting in the corner
With the coats all piled high
And I thought you might be mine
In a small world on an exceptionally rainy Tuesday night
In the right place and time
When the zeros line up on the 24 hour clock
When you know who's calling
Even though the number is blocked
When you walked around your house
Wearing my sky blue Lacoste
And your knee socks
Well you cured my January blues
Yeah you made it all alright
I got a feeling I might have lit the very fuse
That you were trying not to light
You were a stranger in my phonebook
I was acting like I knew
'Cause I had nothing to lose
When the winter's in full swing
And your dreams just aren't coming true
Ain't it funny what you'll do
When the zeros line up on the 24 hour clock
When you know who's calling
Even though the number is blocked
When you walked around your house
Wearing my sky blue Lacoste
And your knee socks
The late afternoon
The ghost in your room
That you always thought didn't approve
Of you knocking boots
Never stopped you letting me get hold
Of the sweet spot by the scruff of your
Knee socks
You and me could have been a team
Each had a half of a king and queen seat
Like the beginning of Mean Streets
She could be my baby
(All the zeros lined up but the number's blocked
When you've come undone)
When the zeros line up on the 24 hour clock
When you know who's calling
Even though the number is blocked
When you walked around your house
Wearing my sky blue Lacoste
And your knee socks"	en
1	1	expected	"If you're burned down on booze, got nothing to lose
Run out of money, disposable blues
Sleazy hotels, like living in hell
The girls on the hustle with nothing to sell
Want something for nothing, it's always the same
Keep pushing and shoving, and I'm down on the game
Always in trouble, forever detained
Goodbye, goodbye, goodbye
And good riddance to bad luck
Well spread out the news, there's a free man loose
Back out of jail, and chasing for flues
Padlocks and chains, broken the chains
Lay down a claim for monetary gains
Wonder what's coming out for the take
Freedom for loving and lust for the taste
Eyes are wide open, (wild?) to the game
Goodbye, goodbye, goodbye
And good riddance to bad luck"	en
1	1	expected	"Like anyone would be
I am flattered by your fascination with me
Like any hot blooded woman
I have simply wanted an object to crave
But you you're not allowed
You're uninvited
An unfortunate slight
Must be strangely exciting
To watch the stoic squirm
Must be somewhat heartening
To watch them burn me shepherd
But you you're not allowed
You're uninvited
An unfortunate slight
Like any uncharted territory
I must seem greatly intriguing
You speak of my love like
You have experienced love like mine before
But this is not allowed
You're uninvited
An unfortunate slight
I don't think you unworthy
I need a moment to deliberate"	en
1	1	expected	"Stay with me.
Here with me.
Right in this instance.
Not in the distance.
Head is off in it good time.
That's when things get out of line.
Taking in this moment.
You time is so well spent.
It's alright
Wherever you are right now.
It's alright
That's where you're suppose to be now.
Stay with me.
Here with me.
Right in this instance.
Not in the distance.
Standing at a crossroad
I was at a loss
Those temporary moments
Pleasures that are stolen.
Here in the present
You're time is so well spend.
It's alright
Wherever you are right now.
It's alright
That's where you're suppose to be now.
A song, one song, could end a war
A song, one song, could end a war
It's alright
Wherever you are right now.
It's alright
That's where you're suppose to be now.
It's alright
Wherever you are right now.
It's alright
That's where you're suppose to be now
(2x)"	en
1	1	expected	"Fall through the slick
And you're all I take to bed
To read with me
Fall through the slick
And you're all I take to bed
With me to
Once more with a smile
Broken teeth and bloody eyes
In my mean light
My, my, my
Trash bat
Once more with a smile
Broken teeth and empty eyes
In my mean light
My, my, my
Trash bat
Flies or the flames
Wear no halo 'round my head
Oh blessed be
Flies or the flames
Wear no halo 'round my head
Oh blessed be
Once more with a smile
Broken teeth and bloody eyes
In my mean light
My, my, my
Trash bat
Once more with a smile
Broken teeth and empty eyes
In my mean light
My, my, my
Trash bat
Keep it clean
Keep it clean for the camera
In my mean light
Keep it clean
Keep it clean for the camera
In my mean light
Once more with a smile
Broken teeth and bloody eyes
In my mean light
My, my, my
Trash bat
Once more with a smile
Broken teeth and empty eyes
In my mean light
My, my, my
Trash bat"	en
1	1	expected	"Gettin' ready to rock, gettin' ready to roll
Gonna turn up the heat, gonna fire up the coal
I gotta keep that motor turnin'
I gotta keep that engine clean
I gotta keep those tyres burnin'
I've got the best you've ever seen
Cos I'm a heatseeker, chargin' up the sky
Heatseeker, and I, don't need no life preserver
Don't need no one to hose me down
To hose me down
Getting ready to break, get ready to go
Get your shoes off an' shake, get your head down and blow
Ya gotta keep that woman firin'
You gotta keep that circuit clean
You gotta make her sound the siren
You gotta hear that lady scream
Cos I'm a heatseeker, burnin' up the town
Heatseeker, I don't, I don't need no life preserver
Don't need no one to hose me down
To hose me down, here it comes
Heatseeker
Wanna see you get up, see the whites of your eyes
I'm a heatseeker
I'm gonna measure you, gonna try you for size
I'm a heatseeker
Ya gotta keep that motor turnin'
Ya gotta keep that engine clean
Ya gotta keep those tyres burnin'
I got the best you've ever seen
I'm a heatseeker
I don't need no life preserver
Don't need no one to hose me down
I'm a heatseeker, I'm a heatseeker, heatseeker
Out on the street feel the heat"	en
3	1	expected	"Desapariciones
Que alguien me diga si han visto a mi esposo
preguntaba la Doña
Se llama Ernesto X, tiene cuarenta años
trabaja de celador, en un negocio 'e carros
llevaba camisa oscura y pantalón claro
Salió anteanoche y no ha regresado
y no sé ya qué pensar
Pues esto, antes no me había pasado
ooo...
Llevo tres días
buscando a mi hermana
se llama Altagracia
igual que la abuela
salió del trabajo pa' la escuela
llevaba unos jeans y una camisa clara
no ha sido el novio, el tipo está en su casa
no saben de ella en la Psn ni en el hospital
ooo...
Que alguien me diga si han visto a mi hijo
es estudiante de pre-medicina
se llama Agustín y es un buen muchacho
a veces es terco cuando opina
lo han detenido, no sé que fuerza
pantalón claro, camisa a rayas
pasó anteayer
Coro
A dónde van los desaparecidos
busca en el agua y en los matorrales
y por qué es que se desaparecen
por qué no todos somos iguales
y cuándo vuelve el desaparecido
cada vez que lo trae el pensamiento
cómo se le habla al desaparecido
con la emoción apretando por dentro
Ooo...
Clara, Clara, Clara Quiñones se llama mi madre
ella es, ella es un alma de Dios
no se mete con nadie
Y se la han llevado de testigo
por un asunto que es nada más conmigo
y fui a entregarme hoy por la tarde
y ahora dicen que no saben quién se la llevó
del cuartel
Anoche escuché varias explociones
putún pata putún pete
tiro de escopeta y de revolver
carros acelerados, frenos, gritos
eco de botas en la calle
toque de puertas por dioses, platos rotos
estaban dando la telenovela
por eso nadie miró pa' fuera
Coro
A dónde van los desaparecidos
busca en el agua y en los matorrales
y por qué es que se desaparecen
por qué no todos somos iguales
y cuándo vuelve el desaparecido
cada vez que lo trae el pensamiento
cómo se le habla al desaparecido
con la emoción apretando por dentro"	es
