textid	text	label
89	"Ten years ago on a cold dark night, There was someone killed 'neath the town hall light. There were few at the scene but they all did agree That the man who ran looked a lot like me. The judge said, ""Son what is your alibi ? If you were somewhere else, then you won't have to die."" I spoke not a word, though it meant my life, I had been in the arms of my best friend's wife. She walks these hills in a long"	Folk
90	You know I see you when you're sleeping When you're all insane with dreaming. I can tell you that you been fighting, baby, But you been losing. You know there's clearer ways of thinking And there's quicker ways of dying But I'm a sucker for your drinking And now, I'm losing. I don't know who you think you're cheating Or with whom you have been sleeping, But	Folk
91	(Joe Jackson) Here we go, Monday morning at last In the land of the brave and the bold Sunlight is hurting my eyes But it's on to the glittering prize There's a rent to pay Gimme a coffee to go, make it fast There'll be a merger before it gets cold They've closed down the whole seventh floor The young guns are ready for war But I'm holding on Long ago and far away I was safe and sound But love got lost Along the way Saturday night, went to see La Boh̻me * Used the spare ticket just for my coat I guess I should swallow my pride But I'd be damned if I'd hawk it outside In the pouring rain US	Folk
92	These are the secrets of the night The stories hidden from our sight Ah, Ah, Ah Ah, Ah, Ah It dances deep within the wind As shadows fade the fight begins Ah, Ah, Ah Ah, Ah, Ah Ah, Ah, Ah Ah, Ah, Ah Chorus: Love love takes Love love brakes Love love hates Promises made In the dawn Chorus The hour?s late, time draws near It	Folk
93	It's getting dark outside Daytime is done. The lights along the river come up One by one. Let's make love again We got time. I am yours You are mine. It's getting dark outside I have to go. Don't want my husband Or my friends to know. Zip up	Folk
94	Love you made me pay an awful price, I tried to gamble with you, but you were using crooked dice. Somebody's gotta suffer, somebody's gotta feel some pain. If it's gonna rain down misery, why it's all gotta fall on me. Money you made me some very good friends. Just like you make them, you're gonna break them in the end. Somebody's gotta suffer, somebody's gotta feel some pain. If it's gonna rain down misery, why it's all gotta fall on me. I've had my share of love, life and money. I lost it all three ways and I'm here to tell ya it sure	Folk
95	Thank you for the love you bring This lucky girl. You have given everything To this lucky girl. I thought fairy tales did not come true, Now I can't be sure since I met you. Please, take my love. When you love me with your eyes I'm a lucky girl. Makes me almost realise I'm a lucky girl. If you would leave our love would surely die The world to me	Folk
96	Hush now little one, The day has lost its glow The night falls softly round The sandman's sleepy saws. Sleep. The stars will shine tonight High up in the sky. The breeze will sing a song As he goes hurrying by. Sleep. For	Folk
97	"ANNA I Then we met a wealthy man in Boston And he paid her a lot because he loved her, But I had to keep a watch on Anna Who was too loving, but she loved another, And she paid him a lot because she loved him. So I said: ""Cheat the man who protects you And you've lost half your value then: He may pay once although he suspects you, But he won't pay time and time again. Girls can have their fun with money When they've no provider they must face; But for girls like us, it's not funny If we ever even once forget our place."" ""Don't try to sit between two stools,"" I told her, then I went to see her young friend, And said: ""If you're kind, you won't hold her, For this love will be your sweetheart's bitter end."" Girls can have their fun with money When their money is their own to give, But for girls like us, it's not funny If we even once forget the way we live. So I"	Folk
98	Oh, the poor shark, Yes, the sweet shark, It has big teeth Buried deep. Then there's Macheath With his big knife, But it's hidden In his slip. And this same shark, This poor sweet shark, It sheds red blood When it bleeds. Mackie Big Knife Wears a white glove, Pure in word and Pure in deed. Sunday morning Lovely blue sky, There's a corpse stretched On the Strand. Who's the man cruisin' The corner ? Well, it's Mackie, Knife in hand. Jenny	Folk
99	I met him at a party just a couple of years ago, He was rather over-hearty and ridiculous But as I'd seen him on the screen he cast a certain spell. I'd basked in his attraction For a couple of hours or so. His manners were a fraction too meticulous, If he was real or not, I couldn't tell, But like a silly fool I fell Mad about the boy, I know it's stupid To be mad about the boy. I'm so ashamed of it But must admit The sleepless nights I've had about the boy. On the silver screen He melts my foolish heart In every single scene. Although I'm quite aware That here and there Are traces of that cared about the boy. Lord knows I'm not a fool girl, I really shouldn't care. Lord knows I'm not a schoolgirl In the flurry of her first affair. Will it ever cloy This odd diversity of misery and joy I'm feeling quite insane And young again And all because I'm mad about the boy. It seems a little silly	Folk
