textid	Language	text	target
6184	pt	"Planos de vôo
Tava tudo em cima: céu de brigadeiro sobre nós
Pane..
pânico
Perdemos a altura..
puxaram o tapete voador
Hoje estamos à perigo
Hoje estamos separados, divididos
Mas um dia, um dia, nós seremos a maioria
Pane...! que pena!
Panos quentes
Fica tudo como está; no mesmo lugar..
impunemente
Hoje estamos a perigo
Hoje estamos separados, divididos
Mas um dia, um dia, nós seremos a maioria
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo enfrentando a onda
Onde muita gente naufragou
Nós seremos a maioria
Seremos a maioria

Thiaguinn ;]~~"	Rock
3561	pt	"Já reguei quase todas as plantas
Já chorei sobre todo jardim
Elas gostam da chuva que molha
Elas pensam que o sol é ruim
Quando o sol nos meus olhos brilhava
Por amar minha flor tanto assim
Fui feliz sem saber que secava a rosa
E trazia o seu fim
Hoje sente dó quem me olha só
Eu tenho o espinho do carinho
Hoje sente dó quem me olha sozinho
Hoje sente dó quem me olha só
Eu tenho o carinho do espinho
Hoje sente dó quem me olha sozinho
Elas gostam da chuva que molha
Se alimentam do mal que há em mim...."	Rock
5892	pt	"Hoje eu acordei e vim pra mostrar o meu potencial
É sobrenatural tudo que temos feito
Desenvolvendo poesia e rima marginal
Grau, jogral, grau, jogral, grau
Prezo pela vida, pela minha, pela dela
Pelada ela me inspira, eu já falei em outro som
Repito nesse porque és tão bela
Feminina, suburbana, analítica
Mais esperta do que eu
Mas nesse caso a experiência conta e me favorece
Faço preces em hits, domino os high hats
E isso não tem nada há ver com meu aba reta
E sim com as traps! Não vou cair!
Recorro a etimologia
Pois sei que são as palavras que nos adoecem
Que nos envelhecem
Eu tenho tantas guardadas
Mas não deixo nada engasgado
As profiro ou as digiro num giro intergalactico
E vão me chamar outra vez de lunático
Sou excêntrico e isso é um fato
Pisciano, resmungando imagens de outro plano
Sigo divagando devagar
Não há lugar algum para chegar
É só passagem
Não existe Deus pra te salvar
Eu sou meu Deus
Só a verdade vos libertara!
A vaidade pode te afetar e te matar!
Cê sabe que tudo passa
Cê sabe que isso passa né
E eu te desejo mais um ano aqui
Eu te desejo em mais um ano
Cê sabe que tudo passa
Cê sabe que isso passa né
E eu te desejo mais um ano aqui
Eu te desejo em mais um ano
Eu te desejo em mais um ano aqui
Eu te desejo em mais um ano aqui
Eu te desejo em mais um ano
Eu te desejo muita paz
Sabedoria e força pra lutar
Pois a ganância não para para descansar
Não tem horário de almoço pra maldade
E a Essazora mais uma alma vai
Descrevem no jornal mais uma estória
Chamam de efeito colateral minha trajetória
Eu fui forjado pra ser marginal
Não quero glória!
Vibro positivamente pra influenciar
Deixem de lado as tendências
É hora de fortificar seu intelecto
Modificar a realidade
Soa ilógico
Mas te incomoda e isso é obvio
Mudando de assunto, ontem te liguei
Cê não atendeu, deixei um recado
Cê não entendeu, porque não me retornou
Minha consciência disse que você me ignorou
O meu querer mais uma vez te perdoou
Meu copo tava cheio e eu tomei num trago só
Toda sua dose de amor
Vi que era pouco
Se acabou, a garrafa se quebrou
To com saudade da sua matéria
Modificando a minha matéria
Nos deixamos de lado pra teclar umas idéias
Deus é você, eu sou insano, autêntico, crítico
Os dispostos mudam o mundo
E se as crianças são o futuro
Nós somos o futuro!
Cê sabe que tudo passa
Cê sabe que isso passa né
E eu te desejo mais um ano aqui
Eu te desejo em mais um ano
Cê sabe que tudo passa
Cê sabe que isso passa né
E eu te desejo mais um ano aqui
Eu te desejo em mais um ano
Eu te desejo em mais um ano aqui
Eu te desejo mais um ano aqui
Eu te desejo mais um ano de Terra
Eu te desejo mais um ano de Paz
Sem guerras! No stress!"	Rock
5618	pt	"Solidão, caminhar,
espero um dia te ver mudar.
Essa vida são escolhas sem direção,
nada é linear.
Continuar, sobreviver,
pode ser muito cedo pra entender...
Idéias em comum se tornam divisão,
caminhos opostos que se encontram ou não.
Até que um dia amanhecer e você vir a perceber....
até que um dia se levantar....
Semelhança e diferença nos fizeram paralisar...
E fingimos esquecer o que passou...
Não há futuro, não há passado,
Tudo que se foi ou que virá.
Só existe um sentimento teu por mim,
estagnado odiar...
e não se ver,
e não sentir
que o fardo em sua costas te impede de existir.
Deixar escapar o que é melhor,
a chama em seu olho apagou.
Até que um dia amanhecer
e você finalmente perceber...
Até que um dia se levantar ...
Que nossas semelhanças nos façam caminhar
e observar,
e que um dia você possa me ver em ti...

Juntos estar em ação,
poder dizer um dia união,
no presente existir,
pois a vida é curta e preciso agir"	Indie
5258	pt	"Hoje dispensei, joguei fora o que me consumia
Renasci, voltei
Eu já superei
prossegui, recomecei a minha vida
De onde parei
Mas quase infartei
No auge da minha dor
Quase me internei
No hospital do sofredor
Hoje conquistarei, vou atrás da terra prometida
Uma ponte guardei
O tesouro está escondido
Em algum lugar perdido
Logo encontrarei
Mas quase infartei
No auge da minha dor,
Quase me internei
No hospital do sofredor
Eu me desesperei, nem remédio adiantou
Mas forte, suportei
Acabou, acaboooou
Finalizei em grande estilo
Só eu sei o que passei
Mas consegui
Pelo menos escrever uma canção
Juro essa é a última vez
Acabou

postado por Carol Virtuoso"	Rock
5463	pt	"Instantes
(Não mais) caminhar na praia...
(Não mais) outro entardecer...
(Não mais) a brisa que diz ""Vai chover""...
(Não mais) as luzes da cidade
(Não mais) me dizendo que
(Não mais) há tanta coisa pra viver...
Eu que tanto quis guardar meus dias,
eu que tanto pensei com medo de tentar...
Já não mais, não mais me restam chances de errar.
Ah, quando eu penso que tudo poderia ser...
Ah, quando eu lembro que era só querer...
A fumaça sai do meu olhar,
E eu tento não ver, tento negar
Que este no espelho já não sou mais...
Agarro meus sonhos entre minhas mãos mas por entre meus dedos eles se vão.
Ah se eu pudesse voltar atrás, juro, eu viveria cada dia.
Mas tão fraco, já não posso mais recuperar os anos que deixei pra trás.
Andaria na chuva, pularia no mar e te diria tudo que deixei de falar..."	Rock
5276	pt	"Não há mais desculpas,
Você vai ter que me entender,
Quando olhar pra trás
Procurando e não me ver,
Chegou a hora de recomeçar!
Ter cada coisa em seu lugar,
Tentar viver sem recordar jamais,
E se a saudade me deixar falhar,
Deixar o tempo tentar te apagar,
Te ligar de madrugada sem saber o que dizer,
Esperando ouvir sua voz e você nem me atender,
Nem ao menos pra dizer:
Que não vai voltar,
Não vai tentar me entender,
Que eu não fui nada pra você,
Que eu deveria te deixar em paz.
Eu já não sei mais,
Não sei viver sem ter você,
Hoje eu queria te esquecer,
Mas quanto mais eu tento mais eu lembro...
Não sei viver sem ter você!
Não sei viver sem ter você!
É difícil de aceitar, recomeçar do zero
Levantar e caminhar.
Perceber que quem se ama
Já não se importa com você
E acordar sozinho ouvindo o som da sua Tv.
Chegou a hora de recomeçar!
Acreditar, que pode ser, melhor assim
Tentar crescer, fingir feliz,
E te deixar para depois, a cada dia que eu morrer,
Espero que você morra após.
Se eu ligar de madrugada, sem saber o que dizer,
Esperando ouvir sua voz e você nem me atender,
Nem ao menos pra dizer:
Que não vai voltar,
Não vai tentar me entender,
Que eu não fui nada pra você,
Que eu deveria te deixar em paz.
Eu já não sei mais,
Não sei viver sem ter você,
Hoje eu queria te esquecer,
Mas quanto mais eu tento mais eu lembro...
Não sei viver sem ter você!
Não sei viver sem ter você!
Preciso reaprender..
a viver..
Pra esquecer....
Pra te esquecer!
Pra te esquecer!"	Rock
4859	pt	"Você me pede pra eu ser mais moderno
Que culpa que eu tenho
É só você que eu quero
As vezes eu amo e construo castelos
As vezes eu amo tanto que tiro férias
E embarco num tour pro inferno
Será que eu sou Medieval?
Baby, eu me acho um cara tão atual
Na moda da nova idade média.
Na mídia da novidade média.
Olha pra mim, me dê a mão, depois um beijo
Em homenagem a toda distância e desejo
Mora em mim que eu deixo as portas sempre abertas
Onde ninguém vai te atirar as mãos vazias nem pedras
Eu acredito nas besteiras que eu leio no jornal
Eu acredito no meu lado português sentimental
Eu acredito em paixão e moinhos lindos,
Mas a minha vida sempre brinca comigo,
De porre em porre vai me desmentindo
Será que eu sou Medieval?
Baby, eu me acho um cara tão atual
Na moda da nova idade média.
Na mídia da novidade média."	Rock
4887	pt	"Quando a gente conversa
Contando casos e besteiras
Tanta coisa em comum
Deixando escapar segredos
E eu nem sei que hora dizer
Me dá um medo ( que medo )
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
É eu preciso dizer que eu te amo
Tanto
E até o tempo passa arrastado
Só pra eu ficar do teu lado
Você me chora dores de outro amor
Se abre e acaba comigo
mas nesta novela eu não quero ser teu amigo
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
Eu preciso dizer que eu te amo
Tanto
E eu já não sei se eu tô misturando
Ah, eu perco o sono
Tentando achar em cada gesto uma bandeira
Fechando e abrindo a geladeira a noite inteira
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
É eu preciso dizer que eu te amo
Tanto
Quando a gente conversa
Contando casos besteiras
Tanta coisa em comum
Deixando escapar segredos
Eu não sei em que hora dizer
Tenho medo
É que eu preciso dizer que te amo
Te ganhar ou perder sem engano
Eu preciso dizer que eu te amo
Tanto
E até o tempo passa arrastado
Só pra eu ficar do teu lado
Você chora dores de outro amor
Se abre e acaba comigo
E nessa novela, baby eu não quero ser teu amigo
Não
É que eu preciso dizer que te amo
Te ganhar ou perder sem engano...
É que eu preciso dizer que te amo
Eu já não sei se eu tô misturando..
Ah eu perco o sono...
Lembrando em cada riso teu qualquer bobeira..."	Rock
4297	pt	"Eu vejo eles dançando
em cima do muro
no meio do mundo
no meio do mundo dividido
Spielberg, Einenstein
Vodka, Cia
Las Vegas, Gremlin
Tolstói, John Wayne
Champagne, Caviar
Mickey Mouse em Moscou
Batman, Trotsky
Bolshoi, Rock'n'roll
Quem são estes homens
que vivem atrás da cortina
quem são estes homens
Ninguém mais vai jogar
flores mortas no muro
ninguém mais vai pichar
frases fortes no escuro
Em cima do muro
no meio do mundo
no meio do mundo dividido
Spielberg...
Um raio atravessa a nação
e cem anos passam num dia
Eu nunca pensei que fosse ver
Eu nunca pensei que fosse ver
Ninguém mais vai jogar
flores mortas no muro
ninguém mais vai pichar
frases fortes no escuro"	Rock
5675	pt	"(refrão)
Ainda vou te levar pra outro lugar
além do sol do mar
Onde eu possa te ter, te amar
e o tempo vai ser maior
Não te quero assim tão longe,
tanto quanto o céu do mar
Quero ter você mais perto, certo,
pronto pra te amar
Ainda vou te levar pra outro lugar
além do sol do mar
Onde eu possa te ter, te amar
e o tempo vai ser maior
Quero ter o teu encanto, tanto, pra me enfeitiçar
Quero ter você mais perto, pra poder te amar
Eu podia até tentar acreditar nessa ilusão, não sei
porque
Viagem errada então
O meu caminho me levava a acreditar
Que eu estava certo, que eu era esperto e coisa e tal
Cara sinistro da zona sul, andando com um monte de
santinha pra lá e para cá,
Mas com você foi diferente, foi de primeira
Quando eu te vi até me faltou ar
As oportunidades nessa vida me fazem crer,
Que quando estamos frente a frente, só eu e você,
O tempo passa tudo é mais fácil
Difícil é esquecer o que eu faço quando você se vai
Eu fico aqui bolando planos mirabolantes,
Fico inconstante, pareço iniciante
Eu vou fazer de tudo pra trazer você pra perto de mim
Pode acreditar que sim...
(refrão)"	Rock
3843	pt	"Pega na minha mão, diz que tem medo de altura
Se eu te trouxe aqui é pra gente ter aventura
Não vou deixar você sentir medo e se soltar de mim
Eu só espero nunca mais ficar assim...
Sem te ver eu não consigo respirar
Sinto uma dor na alma que transparece pelo ar
Lembra aquela noite que jurei pra sempre te amar?
Guardei bem ela comigo, pois promessa assim não vou quebrar
Lembro como se fosse hoje, a gente saiu de manhã
Teve um cara no acostamento que ficou xingando a minha mãe
Você ria muito de mim, que sorriso lindo
Eu só espero nunca mais ficar...
Sem te ver, eu não consigo respirar
Sinto um aperto no peito que transparece pelo ar
Descobri que só oito meses da minha vida eu vivi
E esses meses vou fazer durar pra sempre
Não vou deixar você sair da minha vida
(foi um dia intenso na minha vida você não sabe a falta que
sinto)
Não vou deixar, eu quero você todos os dias, pra sempre vou te amar
(foi um dia intenso na minha vida você não sabe a falta que
sinto)"	Rock
3943	pt	"Se você não está dançando
Então, você está por fora
Se você não sai de casa
Então, faça isso agora
Vai ficar aí sentada
Vendo a vida numa tela
Seus amigos nunca viu
Nunca abre essa janela
Eu queria ver você abrir a porta
Eu queria ver você dançando agora
Quanto tempo está perdendo
Jogando a sua vida fora
Se você quer ficar por dentro
Então, saia e dance agora
Eu queria ver você abrir a porta
Eu queria ver você dançando agora
Eu queria ver você abrir a porta
Eu queria ver você dançando agora
Quanto tempo está perdendo
Jogando a sua vida fora
Se você quer ficar por dentro
Então, saia e dance agora"	Rock
3152	pt	"Já cansei de te ouvir falar como eu devo ser
Cansei do seu esforço em você só querer fazer
O que todo mundo gosta, o que todo mundo faz
Todo mundo quer, todo mundo corre atrás

Eu quero ser o que nunca existiu
Ter ambição pelo o que nunca ninguém viu
Imitar alguém que eu nunca conheci
Ter um dom pelo o que eu nunca ouvi falar
Ter algo que eu não sei o que é, mas que eu possa usar
Pra me ensinar o que eu nunca aprendi

Eu só queria conhecer alguém bem diferente
Que saiba respeitar como eu sou e que não tente
Me mudar e que não se importe que eu me sinta bem
E não seguir o exemplo de ninguém"	Rock
5486	pt	"Parece que foi ontem
Eu te ligava em casa
e te contava quem
ia tocar no fim de semana
E você soltava um grito
tua voz se encantava
era como se eu pudesse
ver teu sorriso brilhar
E não sei o que acontece
toda vez que eu lembro assim
é como estar em casa
E não sei por que parece
que tudo ainda está aqui
se tudo está tão mudado
Ainda tenho as camisetas
e mesmo que não sirvam mais
não consigo desfazer
me parece tão errado
Ainda sei todas as frases
e sabe, ainda tudo faz
tanto sentido para mim
Sei que pra você também é assim
Só sei que todo dia eu chego em casa
e não sei como estou aqui
Tudo aconteceu tão rápido
e amo tudo o que vivi
só não queria ter perdido
o que mais amei em mim
Na verdade não perdi
ainda está aqui
pulando no peito
me dizendo pra cantar
a nossa música
e fazer tudo ganhar
cores outra vez
Uma pedra na janela
e meu mundo se acende
Você veio aqui
me entregar o disco
que gravou pra eu conhecer
o novo Promise Ring
e vamos pular da cama
e sentir que estamos vivos
E não sei o que acontece
toda vez que eu lembro assim
é como estar em casa
E não sei por que parece
que tudo ainda está aqui
se tudo está tão mudado
Outra vez voltar pra casa
cantando alto pelas ruas
Os vizinhos enlouquecem
segunda a vida continua
Mas ainda estamos juntos
nesse nosso universo
em que tudo faz sentido
e parece tão correto
Só sei que todo dia eu chego em casa
e não sei como estou aqui
Tudo aconteceu tão rápido
e amo tudo o que vivi
só não queria ter perdido
o que mais amei em mim
Na verdade não perdi
ainda está aqui
pulando no peito
me dizendo pra cantar
a nossa música
e fazer tudo ganhar
cores outra vez
E já fazem tantos anos
e amo tanto os meus filhos
Mas ainda sinto tudo
aquilo aqui comigo
Como se a qualquer segundo
você fosse me ligar
e me falar da banda
que vamos ver tocar
E não sei o que acontece
que o tempo não passou pra mim"	Rock
